"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"11:23:30.1401647 PM","charles.exe","1800","Process Start","","SUCCESS","Parent PID: 1420, Command line: ""C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe"" , Current directory: C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\, Environment: ;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\hoang\AppData\Roaming;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-DHSSVA1;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	HOMEDRIVE=C:;	HOMEPATH=\Users\hoang;	LOCALAPPDATA=C:\Users\hoang\AppData\Local;	LOGONSERVER=\\DESKTOP-DHSSVA1;	NUMBER_OF_PROCESSORS=1;	OneDrive=C:\Users\hoang\OneDrive;	OneDriveConsumer=C:\Users\hoang\OneDrive;	OS=Windows_NT;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\hoang\AppData\Local\Programs\Python\Python39\Scripts\;C:\Users\hoang\AppData\Local\Programs\Python\Python39\;C:\Users\hoang\AppData\Local\Microsoft\WindowsApps;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 158 Stepping 10, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=9e0a;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Users\hoang\AppData\Local\Temp;	TMP=C:\Users\hoang\AppData\Local\Temp;	USERDOMAIN=DESKTOP-DHSSVA1;	USERDOMAIN_ROAMINGPROFILE=DESKTOP-DHSSVA1;	USERNAME=hoang;	USERPROFILE=C:\Users\hoang;	windir=C:\Windows"
"11:23:30.1401701 PM","charles.exe","1800","Thread Create","","SUCCESS","Thread ID: 4284"
"11:23:30.2031070 PM","charles.exe","1800","Load Image","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Image Base: 0x400000, Image Size: 0x19000"
"11:23:30.2031507 PM","charles.exe","1800","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff868fd0000, Image Size: 0x1f6000"
"11:23:30.2031799 PM","charles.exe","1800","Load Image","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Image Base: 0x76f50000, Image Size: 0x1a3000"
"11:23:30.2032959 PM","charles.exe","1800","CreateFile","C:\Windows\Prefetch\CHARLES.EXE-49CFAB01.pf","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a"
"11:23:30.2034169 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"11:23:30.2034295 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"11:23:30.2034401 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"11:23:30.2034512 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"11:23:30.2034617 PM","charles.exe","1800","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"11:23:30.2034706 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.2035027 PM","charles.exe","1800","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"11:23:30.2035114 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"11:23:30.2035442 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"11:23:30.2035553 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"11:23:30.2037412 PM","charles.exe","1800","CreateFile","C:\Windows","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2038268 PM","charles.exe","1800","Load Image","C:\Windows\System32\wow64.dll","SUCCESS","Image Base: 0x7ff868b80000, Image Size: 0x59000"
"11:23:30.2039068 PM","charles.exe","1800","Load Image","C:\Windows\System32\wow64win.dll","SUCCESS","Image Base: 0x7ff868be0000, Image Size: 0x83000"
"11:23:30.2041497 PM","charles.exe","1800","CreateFile","C:\Windows\System32\wow64log.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"11:23:30.2043405 PM","charles.exe","1800","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2043659 PM","charles.exe","1800","QueryNameInformationFile","C:\Windows","SUCCESS","Name: \Windows"
"11:23:30.2043773 PM","charles.exe","1800","CloseFile","C:\Windows","SUCCESS",""
"11:23:30.2044034 PM","charles.exe","1800","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86","SUCCESS","Desired Access: Read"
"11:23:30.2044158 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\charles.exe","NAME NOT FOUND","Length: 520"
"11:23:30.2044243 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\(Default)","SUCCESS","Type: REG_SZ, Length: 26, Data: wow64cpu.dll"
"11:23:30.2044354 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wow64\x86","SUCCESS",""
"11:23:30.2044964 PM","charles.exe","1800","Load Image","C:\Windows\System32\wow64cpu.dll","SUCCESS","Image Base: 0x76f40000, Image Size: 0xa000"
"11:23:30.2046868 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"11:23:30.2046984 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"11:23:30.2047094 PM","charles.exe","1800","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2047185 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"11:23:30.2047335 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"11:23:30.2047473 PM","charles.exe","1800","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"11:23:30.2047563 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.2047901 PM","charles.exe","1800","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"11:23:30.2047987 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"11:23:30.2048076 PM","charles.exe","1800","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2048145 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"11:23:30.2048248 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"11:23:30.2050519 PM","charles.exe","1800","CreateFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2051245 PM","charles.exe","1800","Load Image","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Image Base: 0x76a90000, Image Size: 0xf0000"
"11:23:30.2052263 PM","charles.exe","1800","Load Image","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Image Base: 0x75940000, Image Size: 0x214000"
"11:23:30.2056948 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"11:23:30.2057609 PM","charles.exe","1800","QueryNameInformationFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Name: \Windows\SysWOW64\KernelBase.dll"
"11:23:30.2058031 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"11:23:30.2058402 PM","charles.exe","1800","QueryNameInformationFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Name: \Windows\SysWOW64\KernelBase.dll"
"11:23:30.2058728 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read"
"11:23:30.2058837 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read"
"11:23:30.2058945 PM","charles.exe","1800","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2059022 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548"
"11:23:30.2059112 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"11:23:30.2059492 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS",""
"11:23:30.2060555 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"11:23:30.2060654 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"11:23:30.2060806 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"11:23:30.2060891 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"11:23:30.2061067 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value"
"11:23:30.2061169 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"11:23:30.2061283 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2061356 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"11:23:30.2061458 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"11:23:30.2061626 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.2061833 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"11:23:30.2061919 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"11:23:30.2062008 PM","charles.exe","1800","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2062078 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"11:23:30.2062178 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"11:23:30.2063415 PM","charles.exe","1800","CreateFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2063667 PM","charles.exe","1800","QueryBasicInformationFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","CreationTime: 11/18/2020 6:49:29 PM, LastAccessTime: 2/6/2021 11:23:27 PM, LastWriteTime: 11/18/2020 6:49:29 PM, ChangeTime: 1/7/2021 12:49:22 PM, FileAttributes: A"
"11:23:30.2063761 PM","charles.exe","1800","CloseFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS",""
"11:23:30.2064703 PM","charles.exe","1800","CreateFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2065048 PM","charles.exe","1800","CreateFileMapping","C:\Windows\SysWOW64\apphelp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"11:23:30.2065270 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"11:23:30.2065388 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"11:23:30.2065496 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"11:23:30.2065612 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"11:23:30.2065720 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"11:23:30.2065823 PM","charles.exe","1800","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"11:23:30.2065923 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"11:23:30.2066029 PM","charles.exe","1800","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"11:23:30.2066129 PM","charles.exe","1800","CreateFileMapping","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","SyncType: SyncTypeOther"
"11:23:30.2066792 PM","charles.exe","1800","Load Image","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Image Base: 0x6f0e0000, Image Size: 0x9f000"
"11:23:30.2067963 PM","charles.exe","1800","CloseFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS",""
"11:23:30.2068456 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\8ccca27d-f1d8-4dda-b5dd-339aee937731","NAME NOT FOUND","Length: 528"
"11:23:30.2068835 PM","charles.exe","1800","QueryNameInformationFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Name: \Windows\SysWOW64\apphelp.dll"
"11:23:30.2069688 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"11:23:30.2069825 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2069911 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\LogFlags","NAME NOT FOUND","Length: 20"
"11:23:30.2070022 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"11:23:30.2070344 PM","charles.exe","1800","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\18608e62-a628-49d9-8c02-55972e097d24","NAME NOT FOUND","Length: 528"
"11:23:30.2070711 PM","charles.exe","1800","QueryNameInformationFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Name: \Windows\SysWOW64\apphelp.dll"
"11:23:30.2071321 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"11:23:30.2071435 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2071513 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\ShowDebugInfo","NAME NOT FOUND","Length: 20"
"11:23:30.2071615 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"11:23:30.2072402 PM","charles.exe","1800","CreateFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2072632 PM","charles.exe","1800","QuerySecurityFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","BUFFER OVERFLOW","Information: Owner"
"11:23:30.2072728 PM","charles.exe","1800","QuerySecurityFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Information: Owner"
"11:23:30.2072850 PM","charles.exe","1800","CloseFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS",""
"11:23:30.2073612 PM","charles.exe","1800","CreateFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2073851 PM","charles.exe","1800","QuerySecurityFile","C:\Windows\SysWOW64\ntdll.dll","BUFFER OVERFLOW","Information: Owner"
"11:23:30.2073935 PM","charles.exe","1800","QuerySecurityFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Information: Owner"
"11:23:30.2074011 PM","charles.exe","1800","CloseFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS",""
"11:23:30.2074989 PM","charles.exe","1800","CreateFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2075221 PM","charles.exe","1800","QuerySecurityFile","C:\Windows\SysWOW64\kernel32.dll","BUFFER OVERFLOW","Information: Owner"
"11:23:30.2075301 PM","charles.exe","1800","QuerySecurityFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Information: Owner"
"11:23:30.2075376 PM","charles.exe","1800","CloseFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS",""
"11:23:30.2076043 PM","charles.exe","1800","CreateFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2076208 PM","charles.exe","1800","QuerySecurityFile","C:\Windows\SysWOW64\KernelBase.dll","BUFFER OVERFLOW","Information: Owner"
"11:23:30.2076285 PM","charles.exe","1800","QuerySecurityFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Information: Owner"
"11:23:30.2076359 PM","charles.exe","1800","CloseFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS",""
"11:23:30.2077089 PM","charles.exe","1800","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2077388 PM","charles.exe","1800","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4,059,136, EndOfFile: 4,056,696, NumberOfLinks: 2, DeletePending: False, Directory: False"
"11:23:30.2077475 PM","charles.exe","1800","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4,059,136, EndOfFile: 4,056,696, NumberOfLinks: 2, DeletePending: False, Directory: False"
"11:23:30.2077568 PM","charles.exe","1800","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"11:23:30.2077652 PM","charles.exe","1800","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4,059,136, EndOfFile: 4,056,696, NumberOfLinks: 2, DeletePending: False, Directory: False"
"11:23:30.2077807 PM","charles.exe","1800","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther"
"11:23:30.2079570 PM","charles.exe","1800","CreateFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2079926 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"11:23:30.2080066 PM","charles.exe","1800","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2080147 PM","charles.exe","1800","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\hoang\AppData\Local\Microsoft\Windows\INetCache"
"11:23:30.2080292 PM","charles.exe","1800","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"11:23:30.2080436 PM","charles.exe","1800","QuerySecurityFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"11:23:30.2081023 PM","charles.exe","1800","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2081315 PM","charles.exe","1800","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 1/7/2021 12:47:58 PM, LastAccessTime: 2/6/2021 11:23:30 PM, LastWriteTime: 1/7/2021 12:47:58 PM, ChangeTime: 1/9/2021 11:31:07 PM, FileAttributes: A"
"11:23:30.2081401 PM","charles.exe","1800","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"11:23:30.2081662 PM","charles.exe","1800","QueryBasicInformationFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","CreationTime: 1/31/2021 6:34:15 PM, LastAccessTime: 2/6/2021 11:23:30 PM, LastWriteTime: 1/2/2020 4:49:28 AM, ChangeTime: 1/31/2021 6:34:15 PM, FileAttributes: A"
"11:23:30.2081879 PM","charles.exe","1800","CloseFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS",""
"11:23:30.2082560 PM","charles.exe","1800","CreateFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"11:23:30.2082891 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"11:23:30.2083013 PM","charles.exe","1800","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.2083092 PM","charles.exe","1800","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\hoang\AppData\Local\Microsoft\Windows\INetCache"
"11:23:30.2083223 PM","charles.exe","1800","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"11:23:30.2083363 PM","charles.exe","1800","QuerySecurityFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"11:23:30.2083476 PM","charles.exe","1800","QueryBasicInformationFile","C:\Users\hoang\Desktop\4069\Tutorial2\Tutorial2\charles.exe","SUCCESS","CreationTime: 1/31/2021 6:34:15 PM, LastAccessTime: 2/6/2021 11:23:30 PM, LastWriteTime: 1/2/2020 4:49:28 AM, ChangeTime: 1/31/2021 6:34:15 PM, FileAttributes: A"
