"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"11:23:30.4400093 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\InfoTip","NAME NOT FOUND","Length: 144"
"11:23:30.4400172 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\LocalizedName","NAME NOT FOUND","Length: 144"
"11:23:30.4400251 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Icon","NAME NOT FOUND","Length: 144"
"11:23:30.4400330 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Security","NAME NOT FOUND","Length: 144"
"11:23:30.4400408 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\StreamResource","NAME NOT FOUND","Length: 144"
"11:23:30.4400709 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\StreamResourceType","NAME NOT FOUND","Length: 144"
"11:23:30.4400802 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\LocalRedirectOnly","NAME NOT FOUND","Length: 16"
"11:23:30.4400887 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Roamable","NAME NOT FOUND","Length: 16"
"11:23:30.4400967 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\PreCreate","NAME NOT FOUND","Length: 16"
"11:23:30.4401046 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Stream","NAME NOT FOUND","Length: 16"
"11:23:30.4401163 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\PublishExpandedPath","NAME NOT FOUND","Length: 16"
"11:23:30.4401244 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\DefinitionFlags","NAME NOT FOUND","Length: 16"
"11:23:30.4401356 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Attributes","NAME NOT FOUND","Length: 16"
"11:23:30.4401437 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\FolderTypeID","NAME NOT FOUND","Length: 90"
"11:23:30.4401516 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\InitFolderHandler","NAME NOT FOUND","Length: 90"
"11:23:30.4401680 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.4401758 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"11:23:30.4401871 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}","SUCCESS",""
"11:23:30.4402146 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.4402214 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.4402419 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"11:23:30.4402524 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.4402629 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.4402703 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}","SUCCESS","Desired Access: Read"
"11:23:30.4402833 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS",""
"11:23:30.4402918 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"11:23:30.4403003 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Name","SUCCESS","Type: REG_SZ, Length: 30, Data: Common Startup"
"11:23:30.4403094 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {0139D44E-6AFE-49F2-8690-3DAFCAE6FFB8}"
"11:23:30.4403184 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Description","NAME NOT FOUND","Length: 144"
"11:23:30.4403266 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\RelativePath","SUCCESS","Type: REG_SZ, Length: 16, Data: StartUp"
"11:23:30.4403356 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\ParsingName","NAME NOT FOUND","Length: 144"
"11:23:30.4403437 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\InfoTip","NAME NOT FOUND","Length: 144"
"11:23:30.4403518 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\LocalizedName","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: @%SystemRoot%\system32\shell32.dll,-21787"
"11:23:30.4403607 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Icon","NAME NOT FOUND","Length: 144"
"11:23:30.4403687 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Security","NAME NOT FOUND","Length: 144"
"11:23:30.4403768 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\StreamResource","NAME NOT FOUND","Length: 144"
"11:23:30.4403849 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\StreamResourceType","NAME NOT FOUND","Length: 144"
"11:23:30.4403930 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\LocalRedirectOnly","NAME NOT FOUND","Length: 16"
"11:23:30.4404011 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Roamable","NAME NOT FOUND","Length: 16"
"11:23:30.4404091 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\PreCreate","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"11:23:30.4404214 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Stream","NAME NOT FOUND","Length: 16"
"11:23:30.4404297 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\PublishExpandedPath","NAME NOT FOUND","Length: 16"
"11:23:30.4404377 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\DefinitionFlags","NAME NOT FOUND","Length: 16"
"11:23:30.4404458 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\Attributes","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"11:23:30.4404539 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\FolderTypeID","NAME NOT FOUND","Length: 90"
"11:23:30.4404620 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\InitFolderHandler","NAME NOT FOUND","Length: 90"
"11:23:30.4404778 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.4404857 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"11:23:30.4404996 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{82A5EA35-D9CD-47C5-9629-E15D2F714E6E}","SUCCESS",""
"11:23:30.4405510 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.4405578 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.4405760 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"11:23:30.4405863 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.4405971 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.4406046 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4C59-B6A2-414586476AEA}","SUCCESS","Desired Access: Read"
"11:23:30.4406174 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS",""
"11:23:30.4406260 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"11:23:30.4406359 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Name","SUCCESS","Type: REG_SZ, Length: 32, Data: PublicGameTasks"
"11:23:30.4406450 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {62AB5D82-FDC1-4DC3-A9DD-070D1D495D97}"
"11:23:30.4406540 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Description","NAME NOT FOUND","Length: 144"
"11:23:30.4406621 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\RelativePath","SUCCESS","Type: REG_SZ, Length: 62, Data: Microsoft\Windows\GameExplorer"
"11:23:30.4406710 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\ParsingName","NAME NOT FOUND","Length: 144"
"11:23:30.4406790 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\InfoTip","NAME NOT FOUND","Length: 144"
"11:23:30.4406870 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\LocalizedName","NAME NOT FOUND","Length: 144"
"11:23:30.4406956 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Icon","NAME NOT FOUND","Length: 144"
"11:23:30.4407037 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Security","NAME NOT FOUND","Length: 144"
"11:23:30.4407151 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\StreamResource","NAME NOT FOUND","Length: 144"
"11:23:30.4407233 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\StreamResourceType","NAME NOT FOUND","Length: 144"
"11:23:30.4407314 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\LocalRedirectOnly","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"11:23:30.4407397 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Roamable","NAME NOT FOUND","Length: 16"
"11:23:30.4407510 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\PreCreate","NAME NOT FOUND","Length: 16"
"11:23:30.4407593 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Stream","NAME NOT FOUND","Length: 16"
"11:23:30.4407673 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\PublishExpandedPath","NAME NOT FOUND","Length: 16"
"11:23:30.4407753 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\DefinitionFlags","NAME NOT FOUND","Length: 16"
"11:23:30.4407832 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\Attributes","NAME NOT FOUND","Length: 16"
"11:23:30.4407912 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\FolderTypeID","NAME NOT FOUND","Length: 90"
"11:23:30.4407993 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\InitFolderHandler","NAME NOT FOUND","Length: 90"
"11:23:30.4408150 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.4408225 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"11:23:30.4408332 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{DEBF2536-E1A8-4c59-B6A2-414586476AEA}","SUCCESS",""
"11:23:30.4408580 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.4408647 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.4408815 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"11:23:30.4408915 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.4409019 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.4409093 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4A90-BBA9-27CBC0C5389A}","SUCCESS","Desired Access: Read"
"11:23:30.4409218 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS",""
"11:23:30.4409302 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"11:23:30.4409386 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Name","SUCCESS","Type: REG_SZ, Length: 32, Data: SyncSetupFolder"
"11:23:30.4409473 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\ParentFolder","NAME NOT FOUND","Length: 90"
"11:23:30.4409554 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Description","NAME NOT FOUND","Length: 144"
"11:23:30.4409634 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\RelativePath","NAME NOT FOUND","Length: 144"
"11:23:30.4409713 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\ParsingName","BUFFER OVERFLOW","Length: 144"
"11:23:30.4409828 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\ParsingName","SUCCESS","Type: REG_SZ, Length: 252, Data: ::{26EE0668-A00A-44D7-9371-BEB064C98683}\0\::{9C73F5E5-7AE7-4E32-A8E8-8D23B85255BF}\::{F1390A9A-A3F4-4E5D-9C5F-98F3BD8D935C},"
"11:23:30.4409926 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\InfoTip","NAME NOT FOUND","Length: 144"
"11:23:30.4410010 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\LocalizedName","NAME NOT FOUND","Length: 144"
"11:23:30.4410089 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Icon","NAME NOT FOUND","Length: 144"
"11:23:30.4410202 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Security","NAME NOT FOUND","Length: 144"
"11:23:30.4410501 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\StreamResource","NAME NOT FOUND","Length: 144"
"11:23:30.4410589 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\StreamResourceType","NAME NOT FOUND","Length: 144"
"11:23:30.4410668 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\LocalRedirectOnly","NAME NOT FOUND","Length: 16"
"11:23:30.4410748 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Roamable","NAME NOT FOUND","Length: 16"
"11:23:30.4410828 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\PreCreate","NAME NOT FOUND","Length: 16"
"11:23:30.4410908 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Stream","NAME NOT FOUND","Length: 16"
